,player_name,season,depth,targets,receptions,receiving_yards,receiving_air_yards,yards_after_catch,reception_td,reception_fumble_lost,fantasy_points_ppr,air_yards_share,target_share,rec_td_pct,yptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,games,pass_ypg,rec_ypg,rush_ypg,ypg,ppg,passer_rating,offense_pct,offense_snaps,yards_pct,draft_year,draft_round,draft_pick,draft_ovr,height,weight_x,age,wins,losses,ties,win_pct,seasons_played,career_targets,average_targets,career_receptions,average_receptions,career_receiving_yards,average_receiving_yards,career_receiving_air_yards,average_receiving_air_yards,career_yards_after_catch,average_yards_after_catch,career_reception_td,average_reception_td,career_reception_fumble_lost,average_reception_fumble_lost,career_fantasy_points_ppr,average_fantasy_points_ppr,career_touches,average_touches,career_total_tds,average_total_tds,career_total_yards,average_total_yards,career_games,average_games,career_offense_snaps,average_offense_snaps,average_comp_pct,average_int_pct,average_pass_td_pct,average_ypa,average_rec_td_pct,average_yptarget,average_ypr,average_rush_td_pct,average_ypc,average_td_pct,average_yptouch,average_pass_ypg,average_rec_ypg,average_rush_ypg,average_ypg,average_ppg,injuries,career_injuries,combineId,playerId,combineYear,combineHeight,combineWeight,combineHand,collegeId,heightInches,weight_y,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
0,A.J. Brown,2019,2.0,84.0,52.0,1051.0,1107.0,465.0,8.0,0.0,217.1,0.231,0.145,0.095,12.51,20.21,0.333,20.0,55.0,9.0,0.16,1111.0,20.2,16.0,0.0,65.69,3.75,69.44,13.57,0.0,0.689,639,0.114,2019.0,2.0,19.0,51.0,73.0,226.0,22,9,7,0,0.562,0.0,84.0,84.0,52.0,52.0,1051.0,1051.0,1107.0,1107.0,465.0,465.0,8.0,8.0,0.0,0.0,217.1000061035156,217.1000061035156,55.0,55.0,9.0,9.0,1111.0,1111.0,16.0,16.0,639.0,639.0,0.0,0.0,0.0,0.0,0.095,12.51,20.21,0.333,20.0,0.16,20.2,0.0,65.69,3.75,69.44,13.57,0.0,0.0,20267.0,20190051.0,2019.0,72.0,226.0,9.586666666666668,38677.0,73.0,230.0,32.67433333333334,4.49,36.5,19.0,4.243622902270483,120.0,6.9371444695259585,11.728636363636362,19.495495495495497
1,A.J. Green,2012,1.0,164.0,97.0,1350.0,2235.0,381.0,12.0,1.0,304.8,0.477,0.281,0.073,8.23,13.92,0.0,9.5,101.0,12.0,0.12,1388.0,13.74,16.0,0.0,84.38,2.38,86.75,19.05,0.0,0.904,899,0.152,2011.0,1.0,4.0,4.0,76.0,210.0,24,10,6,0,0.625,1.0,164.0,164.0,97.0,97.0,1350.0,1350.0,2235.0,2235.0,381.0,381.0,12.0,12.0,1.0,1.0,304.79998779296875,304.79998779296875,101.0,101.0,12.0,12.0,1388.0,1388.0,16.0,16.0,899.0,899.0,0.0,0.0,0.0,0.0,0.073,8.23,13.92,0.0,9.5,0.12,13.74,0.0,84.38,2.38,86.75,19.05,2.0,2.0,17440.0,20110004.0,2011.0,75.63,211.0,9.586666666666668,30602.0,76.0,210.0,32.67433333333334,4.48,34.5,18.0,4.21,126.0,6.91,11.728636363636362,10.0
2,A.J. Jenkins,2012,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,171,0.0,2012.0,1.0,30.0,30.0,73.0,195.0,22,11,5,1,0.647,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,10715.0,19890228.0,1989.0,73.6,227.0,9.586666666666668,92831.0,74.0,237.0,32.67433333333334,4.77,34.5,15.0,4.48,121.0,6.9371444695259585,11.728636363636362,19.495495495495497
3,A.T. Perry,2023,2.0,18.0,12.0,246.0,293.0,20.0,4.0,0.0,60.6,0.054,0.026,0.222,13.67,20.5,0.0,0.0,12.0,4.0,0.33,246.0,20.5,8.0,0.0,30.75,0.0,30.75,7.57,0.0,0.53,584,0.025,2023.0,6.0,18.0,195.0,77.0,205.0,24,9,8,0,0.529,0.0,18.0,18.0,12.0,12.0,246.0,246.0,293.0,293.0,20.0,20.0,4.0,4.0,0.0,0.0,60.59999847412109,60.59999847412109,12.0,12.0,4.0,4.0,246.0,246.0,8.0,8.0,584.0,584.0,0.0,0.0,0.0,0.0,0.222,13.67,20.5,0.0,0.0,0.33,20.5,0.0,30.75,0.0,30.75,7.57,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
4,Aaron Burbridge,2016,2.0,16.0,7.0,88.0,139.0,43.0,0.0,0.0,15.8,0.036,0.034,0.0,5.5,12.57,0.0,0.0,7.0,0.0,0.0,88.0,12.57,8.0,0.0,11.0,0.0,11.0,1.98,0.0,0.235,232,0.011,2016.0,6.0,38.0,213.0,73.0,208.0,23,2,14,0,0.125,0.0,16.0,16.0,7.0,7.0,88.0,88.0,139.0,139.0,43.0,43.0,0.0,0.0,0.0,0.0,15.800000190734863,15.800000190734863,7.0,7.0,0.0,0.0,88.0,88.0,8.0,8.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,5.5,12.57,0.0,0.0,0.0,12.57,0.0,11.0,0.0,11.0,1.98,1.0,3.0,19352.0,20160213.0,2016.0,72.0,206.0,9.586666666666668,48824.0,73.0,208.0,32.67433333333334,4.56,30.5,20.0,4.31,115.0,7.22,11.728636363636362,19.495495495495497
5,Aaron Dobson,2013,2.0,72.0,37.0,519.0,995.0,185.0,4.0,0.0,112.9,0.18,0.108,0.056,7.21,14.03,0.0,0.0,37.0,4.0,0.11,519.0,14.03,11.0,0.0,47.18,0.0,47.18,10.26,0.0,0.624,698,0.049,2013.0,2.0,27.0,59.0,75.0,205.0,22,12,4,0,0.75,0.0,72.0,72.0,37.0,37.0,519.0,519.0,995.0,995.0,185.0,185.0,4.0,4.0,0.0,0.0,112.9000015258789,112.9000015258789,37.0,37.0,4.0,4.0,519.0,519.0,11.0,11.0,698.0,698.0,0.0,0.0,0.0,0.0,0.056,7.21,14.03,0.0,0.0,0.11,14.03,0.0,47.18,0.0,47.18,10.26,11.0,11.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
6,Ace Sanders,2013,1.0,86.0,51.0,484.0,502.0,297.0,1.0,0.0,112.64,0.1,0.135,0.012,5.63,9.49,0.0,2.0,54.0,2.0,0.04,509.0,9.43,15.0,1.4,32.27,0.27,33.93,7.51,158.3,0.604,615,0.06,2013.0,4.0,4.0,101.0,67.0,178.0,22,4,12,0,0.25,0.0,86.0,86.0,51.0,51.0,484.0,484.0,502.0,502.0,297.0,297.0,1.0,1.0,0.0,0.0,112.63999938964844,112.63999938964844,54.0,54.0,2.0,2.0,509.0,509.0,15.0,15.0,615.0,615.0,1.0,0.0,1.0,21.0,0.012,5.63,9.49,0.0,2.0,0.04,9.43,1.4,32.27,0.27,33.93,7.51,4.0,4.0,18192.0,20130101.0,2013.0,67.0,173.0,9.586666666666668,29208.0,67.0,178.0,32.67433333333334,4.58,32.0,7.0,4.37,117.0,6.81,11.728636363636362,19.495495495495497
7,Adam Humphries,2015,2.0,41.0,27.0,260.0,270.0,123.0,2.0,0.0,65.0,0.048,0.069,0.049,6.34,9.63,0.0,0.0,27.0,2.0,0.07,260.0,9.63,11.0,0.0,23.64,0.0,23.64,5.91,0.0,0.488,491,0.026,2015.0,8.0,48.0,263.0,71.0,195.0,22,6,10,0,0.375,0.0,41.0,41.0,27.0,27.0,260.0,260.0,270.0,270.0,123.0,123.0,2.0,2.0,0.0,0.0,65.0,65.0,27.0,27.0,2.0,2.0,260.0,260.0,11.0,11.0,491.0,491.0,0.0,0.0,0.0,0.0,0.049,6.34,9.63,0.0,0.0,0.07,9.63,0.0,23.64,0.0,23.64,5.91,4.0,4.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
8,Adam Thielen,2014,2.0,13.0,8.0,137.0,170.0,34.0,1.0,0.0,27.7,0.051,0.025,0.077,10.54,17.12,0.0,0.0,8.0,1.0,0.12,137.0,17.12,6.0,0.0,22.83,0.0,22.83,4.62,0.0,0.155,149,0.016,2014.0,8.0,48.0,263.0,74.0,195.0,24,7,9,0,0.438,0.0,13.0,13.0,8.0,8.0,137.0,137.0,170.0,170.0,34.0,34.0,1.0,1.0,0.0,0.0,27.700000762939453,27.700000762939453,8.0,8.0,1.0,1.0,137.0,137.0,6.0,6.0,149.0,149.0,0.0,0.0,0.0,0.0,0.077,10.54,17.12,0.0,0.0,0.12,17.12,0.0,22.83,0.0,22.83,4.62,4.0,12.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
9,Albert Wilson,2014,3.0,28.0,16.0,260.0,264.0,119.0,0.0,0.0,42.0,0.067,0.055,0.0,9.29,16.25,0.0,0.0,16.0,0.0,0.0,260.0,16.25,7.0,0.0,37.14,0.0,37.14,6.0,0.0,0.418,399,0.03,2014.0,8.0,48.0,263.0,69.0,195.0,22,9,7,0,0.562,0.0,28.0,28.0,16.0,16.0,260.0,260.0,264.0,264.0,119.0,119.0,0.0,0.0,0.0,0.0,42.0,42.0,16.0,16.0,0.0,0.0,260.0,260.0,7.0,7.0,399.0,399.0,0.0,0.0,0.0,0.0,0.0,9.29,16.25,0.0,0.0,0.0,16.25,0.0,37.14,0.0,37.14,6.0,2.0,2.0,18567.0,20140613.0,2014.0,69.0,202.0,9.586666666666668,30303.0,69.0,200.0,32.67433333333334,4.43,37.5,10.0,4.21,123.0,7.0,11.728636363636362,19.495495495495497
10,Aldrick Robinson,2012,3.0,19.0,11.0,237.0,407.0,62.0,3.0,0.0,54.1,0.107,0.04,0.158,12.47,21.55,0.0,14.0,12.0,3.0,0.25,251.0,20.92,9.0,0.0,26.33,1.56,27.89,6.01,0.0,0.217,213,0.026,2011.0,6.0,13.0,178.0,70.0,185.0,24,10,6,0,0.625,1.0,19.0,19.0,11.0,11.0,237.0,237.0,407.0,407.0,62.0,62.0,3.0,3.0,0.0,0.0,54.09999847412109,54.09999847412109,12.0,12.0,3.0,3.0,251.0,251.0,9.0,9.0,213.0,213.0,0.0,0.0,0.0,0.0,0.158,12.47,21.55,0.0,14.0,0.25,20.92,0.0,26.33,1.56,27.89,6.01,1.0,1.0,17564.0,20110178.0,2011.0,69.63,184.0,9.586666666666668,75205.0,70.0,187.0,32.67433333333334,4.35,40.0,17.0,4.09,126.0,6.65,11.728636363636362,19.495495495495497
11,Alec Pierce,2022,1.0,78.0,41.0,593.0,914.0,113.0,2.0,0.0,112.3,0.143,0.118,0.026,7.6,14.46,0.0,0.0,41.0,2.0,0.05,593.0,14.46,16.0,0.0,37.06,0.0,37.06,7.02,0.0,0.664,730,0.065,2022.0,2.0,21.0,53.0,75.0,211.0,22,4,13,1,0.222,0.0,78.0,78.0,41.0,41.0,593.0,593.0,914.0,914.0,113.0,113.0,2.0,2.0,0.0,0.0,112.3000030517578,112.3000030517578,41.0,41.0,2.0,2.0,593.0,593.0,16.0,16.0,730.0,730.0,0.0,0.0,0.0,0.0,0.026,7.6,14.46,0.0,0.0,0.05,14.46,0.0,37.06,0.0,37.06,7.02,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
12,Alex Erickson,2016,2.0,8.0,6.0,71.0,85.0,31.0,0.0,0.0,13.1,0.018,0.014,0.0,8.88,11.83,0.0,0.0,6.0,0.0,0.0,71.0,11.83,6.0,0.0,11.83,0.0,11.83,2.18,0.0,0.092,95,0.007,2016.0,8.0,48.0,263.0,72.0,195.0,24,6,10,1,0.353,0.0,8.0,8.0,6.0,6.0,71.0,71.0,85.0,85.0,31.0,31.0,0.0,0.0,0.0,0.0,13.100000381469728,13.100000381469728,6.0,6.0,0.0,0.0,71.0,71.0,6.0,6.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,8.88,11.83,0.0,0.0,0.0,11.83,0.0,11.83,0.0,11.83,2.18,4.0,8.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
13,Alexander Hollins,2019,3.0,4.0,2.0,46.0,75.0,6.0,0.0,0.0,6.6,0.022,0.008,0.0,11.5,23.0,0.0,0.0,2.0,0.0,0.0,46.0,23.0,2.0,0.0,23.0,0.0,23.0,3.3,0.0,0.27,258,0.005,2019.0,8.0,48.0,263.0,73.0,166.0,23,10,6,0,0.625,0.0,4.0,4.0,2.0,2.0,46.0,46.0,75.0,75.0,6.0,6.0,0.0,0.0,0.0,0.0,6.599999904632568,6.599999904632568,2.0,2.0,0.0,0.0,46.0,46.0,2.0,2.0,258.0,258.0,0.0,0.0,0.0,0.0,0.0,11.5,23.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,3.3,4.0,15.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
14,Allen Hurns,2014,2.0,97.0,51.0,677.0,1051.0,205.0,8.0,0.0,166.7,0.21,0.152,0.082,6.98,13.27,0.0,0.0,51.0,8.0,0.16,677.0,13.27,16.0,0.0,42.31,0.0,42.31,10.42,0.0,0.769,759,0.084,2014.0,8.0,48.0,263.0,73.0,195.0,23,3,13,0,0.188,0.0,97.0,97.0,51.0,51.0,677.0,677.0,1051.0,1051.0,205.0,205.0,8.0,8.0,0.0,0.0,166.6999969482422,166.6999969482422,51.0,51.0,8.0,8.0,677.0,677.0,16.0,16.0,759.0,759.0,0.0,0.0,0.0,0.0,0.082,6.98,13.27,0.0,0.0,0.16,13.27,0.0,42.31,0.0,42.31,10.42,4.0,4.0,18393.0,20140593.0,2014.0,73.25,198.0,9.586666666666668,33124.0,75.0,201.0,32.67433333333334,4.55,31.0,14.0,4.5,120.0,7.23,11.728636363636362,19.495495495495497
15,Allen Lazard,2018,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,1.7,0.002,0.002,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,1.0,0.0,7.0,0.0,7.0,1.7,0.0,0.02,20,0.001,2018.0,8.0,48.0,263.0,77.0,227.0,23,6,10,1,0.353,0.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000476837158,1.7000000476837158,1.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,1.7,2.0,31.0,20121.0,20180556.0,2018.0,77.0,227.0,9.586666666666668,50011.0,76.0,227.0,32.67433333333334,4.55,38.0,17.0,4.243622902270483,122.0,6.9371444695259585,11.728636363636362,19.495495495495497
16,Allen Robinson,2014,1.0,82.0,48.0,550.0,897.0,159.0,2.0,0.0,115.0,0.18,0.129,0.024,6.71,11.46,0.0,0.0,48.0,2.0,0.04,550.0,11.46,10.0,0.0,55.0,0.0,55.0,11.5,0.0,0.778,768,0.068,2014.0,2.0,29.0,61.0,74.0,210.0,21,3,13,0,0.188,0.0,82.0,82.0,48.0,48.0,550.0,550.0,897.0,897.0,159.0,159.0,2.0,2.0,0.0,0.0,115.0,115.0,48.0,48.0,2.0,2.0,550.0,550.0,10.0,10.0,768.0,768.0,0.0,0.0,0.0,0.0,0.024,6.71,11.46,0.0,0.0,0.04,11.46,0.0,55.0,0.0,55.0,11.5,1.0,1.0,18504.0,20140061.0,2014.0,74.63,220.0,9.586666666666668,16802.0,75.0,211.0,32.67433333333334,4.6,39.0,15.492,4.0,126.0,7.0,11.728636363636362,19.495495495495497
17,Alshon Jeffery,2012,2.0,48.0,24.0,367.0,797.0,65.0,3.0,0.0,78.7,0.165,0.091,0.062,7.65,15.29,0.0,0.0,24.0,3.0,0.12,367.0,15.29,10.0,0.0,36.7,0.0,36.7,7.87,0.0,0.66,648,0.044,2012.0,2.0,13.0,45.0,75.0,218.0,22,10,6,0,0.625,0.0,48.0,48.0,24.0,24.0,367.0,367.0,797.0,797.0,65.0,65.0,3.0,3.0,0.0,0.0,78.69999694824219,78.69999694824219,24.0,24.0,3.0,3.0,367.0,367.0,10.0,10.0,648.0,648.0,0.0,0.0,0.0,0.0,0.062,7.65,15.29,0.0,0.0,0.12,15.29,0.0,36.7,0.0,36.7,7.87,8.0,8.0,17794.0,20120045.0,2012.0,74.88,216.0,9.586666666666668,29208.0,75.0,218.0,32.67433333333334,4.48,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
18,Amara Darboh,2017,3.0,13.0,8.0,71.0,157.0,16.0,0.0,0.0,15.1,0.039,0.03,0.0,5.46,8.88,0.0,0.0,8.0,0.0,0.0,71.0,8.88,8.0,0.0,8.88,0.0,8.88,1.89,0.0,0.176,174,0.008,2017.0,3.0,43.0,106.0,74.0,215.0,23,9,7,0,0.562,0.0,13.0,13.0,8.0,8.0,71.0,71.0,157.0,157.0,16.0,16.0,0.0,0.0,0.0,0.0,15.100000381469728,15.100000381469728,8.0,8.0,0.0,0.0,71.0,71.0,8.0,8.0,174.0,174.0,0.0,0.0,0.0,0.0,0.0,5.46,8.88,0.0,0.0,0.0,8.88,0.0,8.88,0.0,8.88,1.89,2.0,14.0,19694.0,20170106.0,2017.0,73.75,214.0,9.586666666666668,48109.0,74.0,219.0,32.67433333333334,4.45,36.0,17.0,4.26,124.0,6.9371444695259585,11.728636363636362,19.495495495495497
19,Amari Cooper,2018,1.0,107.0,75.0,1005.0,1048.0,415.0,7.0,2.0,213.5,0.181,0.154,0.065,9.39,13.4,0.0,10.0,77.0,7.0,0.09,1025.0,13.31,9.0,0.0,111.67,2.22,113.89,23.72,0.0,0.808,814,0.109,2015.0,1.0,4.0,4.0,73.0,211.0,24,10,6,0,0.625,3.0,107.0,35.666666666666664,75.0,25.0,1005.0,335.0,1048.0,349.3333333333333,415.0,138.33333333333334,7.0,2.333333333333333,2.0,0.6666666666666666,213.5,71.16666666666667,77.0,25.666666666666668,7.0,2.333333333333333,1025.0,341.6666666666667,9.0,3.0,814.0,271.3333333333333,0.0,0.0,0.0,0.0,0.065,9.39,13.4,0.0,10.0,0.09,13.31,0.0,111.67,2.22,113.89,23.72,2.0,14.0,18631.0,20150004.0,2015.0,72.7,211.0,9.586666666666668,35487.0,73.0,210.0,32.67433333333334,4.42,33.0,15.492,3.98,120.0,6.71,11.728636363636362,19.495495495495497
20,Amari Rodgers,2021,2.0,9.0,4.0,45.0,40.0,24.0,0.0,0.0,9.6,0.009,0.015,0.0,5.0,11.25,0.0,11.0,5.0,0.0,0.0,56.0,11.2,4.0,0.0,11.25,2.75,14.0,2.4,0.0,0.13,136,0.005,2021.0,3.0,21.0,85.0,69.0,212.0,22,13,4,0,0.765,0.0,9.0,9.0,4.0,4.0,45.0,45.0,40.0,40.0,24.0,24.0,0.0,0.0,0.0,0.0,9.600000381469728,9.600000381469728,5.0,5.0,0.0,0.0,56.0,56.0,4.0,4.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,5.0,11.25,0.0,11.0,0.0,11.2,0.0,11.25,2.75,14.0,2.4,4.0,25.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
21,Amon-Ra St. Brown,2021,2.0,121.0,90.0,916.0,831.0,424.0,5.0,0.0,223.7,0.129,0.158,0.041,7.57,10.18,0.143,8.71,97.0,6.0,0.06,977.0,10.07,16.0,0.0,57.25,3.81,61.06,13.98,0.0,0.748,789,0.104,2021.0,4.0,7.0,112.0,72.0,202.0,22,3,14,1,0.167,0.0,121.0,121.0,90.0,90.0,916.0,916.0,831.0,831.0,424.0,424.0,5.0,5.0,0.0,0.0,223.6999969482422,223.6999969482422,97.0,97.0,6.0,6.0,977.0,977.0,16.0,16.0,789.0,789.0,0.0,0.0,0.0,0.0,0.041,7.57,10.18,0.143,8.71,0.06,10.07,0.0,57.25,3.81,61.06,13.98,2.0,3.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
22,Andre Caldwell,2012,3.0,4.0,1.0,18.0,47.0,2.0,0.0,0.0,4.2,0.01,0.007,0.0,4.5,18.0,0.0,14.0,2.0,0.0,0.0,32.0,16.0,3.0,0.0,6.0,4.67,10.67,1.4,0.0,0.232,247,0.003,2008.0,3.0,34.0,97.0,72.0,200.0,27,13,3,0,0.812,4.0,4.0,1.0,1.0,0.25,18.0,4.5,47.0,11.75,2.0,0.5,0.0,0.0,0.0,0.0,4.199999809265137,1.0499999523162842,2.0,0.5,0.0,0.0,32.0,8.0,3.0,0.75,247.0,61.75,0.0,0.0,0.0,0.0,0.0,4.5,18.0,0.0,14.0,0.0,16.0,0.0,6.0,4.67,10.67,1.4,1.0,4.0,16545.0,20080097.0,2008.0,72.25,204.0,9.586666666666668,32611.0,73.0,200.0,32.67433333333334,4.39,33.0,15.492,4.11,124.0,6.75,11.728636363636362,19.495495495495497
23,Andre Holmes,2012,3.0,2.0,2.0,11.0,8.0,3.0,0.0,0.0,3.1,0.001,0.003,0.0,5.5,5.5,0.0,0.0,2.0,0.0,0.0,11.0,5.5,2.0,0.0,5.5,0.0,5.5,1.55,0.0,0.105,108,0.001,2011.0,8.0,48.0,263.0,76.0,210.0,24,8,8,0,0.5,1.0,2.0,2.0,2.0,2.0,11.0,11.0,8.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0999999046325684,3.0999999046325684,2.0,2.0,0.0,0.0,11.0,11.0,2.0,2.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,0.0,0.0,5.5,0.0,5.5,0.0,5.5,1.55,3.0,3.0,17461.0,20110496.0,2011.0,76.38,210.0,9.586666666666668,49242.0,76.0,210.0,32.67433333333334,4.51,35.0,11.0,4.31,130.0,6.69,11.728636363636362,19.495495495495497
24,Andre Johnson,2012,1.0,163.0,112.0,1598.0,1848.0,548.0,4.0,0.0,295.8,0.419,0.28,0.025,9.8,14.27,0.0,0.0,112.0,4.0,0.04,1598.0,14.27,16.0,0.0,99.88,0.0,99.88,18.49,0.0,0.868,931,0.159,2003.0,1.0,3.0,3.0,75.0,229.0,31,12,4,0,0.75,9.0,163.0,18.11111111111111,112.0,12.444444444444445,1598.0,177.55555555555554,1848.0,205.33333333333331,548.0,60.888888888888886,4.0,0.4444444444444444,0.0,0.0,295.79998779296875,32.866665310329864,112.0,12.444444444444445,4.0,0.4444444444444444,1598.0,177.55555555555554,16.0,1.7777777777777777,931.0,103.44444444444444,0.0,0.0,0.0,0.0,0.025,9.8,14.27,0.0,0.0,0.04,14.27,0.0,99.88,0.0,99.88,18.49,5.0,5.0,13184.0,19960030.0,1996.0,77.5,309.0,10.63,16802.0,77.0,314.0,34.13,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
25,Andre Patton,2019,2.0,17.0,6.0,56.0,272.0,28.0,0.0,0.0,11.6,0.069,0.03,0.0,3.29,9.33,0.0,0.0,6.0,0.0,0.0,56.0,9.33,7.0,0.0,8.0,0.0,8.0,1.66,0.0,0.637,628,0.005,2017.0,8.0,48.0,263.0,74.0,200.0,25,5,11,0,0.312,2.0,17.0,8.5,6.0,3.0,56.0,28.0,272.0,136.0,28.0,14.0,0.0,0.0,0.0,0.0,11.600000381469728,5.800000190734863,6.0,3.0,0.0,0.0,56.0,28.0,7.0,3.5,628.0,314.0,0.0,0.0,0.0,0.0,0.0,3.29,9.33,0.0,0.0,0.0,9.33,0.0,8.0,0.0,8.0,1.66,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
26,Andre Roberts,2012,2.0,114.0,64.0,759.0,1091.0,221.0,6.0,0.0,178.8,0.224,0.171,0.053,6.66,11.86,0.0,7.25,68.0,6.0,0.09,788.0,11.59,15.0,0.0,50.6,1.93,52.53,11.92,0.0,0.835,845,0.104,2010.0,3.0,24.0,88.0,71.0,195.0,24,5,11,0,0.312,2.0,114.0,57.0,64.0,32.0,759.0,379.5,1091.0,545.5,221.0,110.5,6.0,3.0,0.0,0.0,178.8000030517578,89.4000015258789,68.0,34.0,6.0,3.0,788.0,394.0,15.0,7.5,845.0,422.5,0.0,0.0,0.0,0.0,0.053,6.66,11.86,0.0,7.25,0.09,11.59,0.0,50.6,1.93,52.53,11.92,4.0,4.0,17267.0,20100088.0,2010.0,70.88,195.0,9.586666666666668,29409.0,71.0,195.0,32.67433333333334,4.4,36.0,15.0,4.15,120.0,6.77,11.728636363636362,19.495495495495497
