,player_name,season,depth,targets,receptions,receiving_yards,receiving_air_yards,yards_after_catch,reception_td,reception_fumble_lost,fantasy_points_ppr,air_yards_share,target_share,rec_td_pct,yptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,games,pass_ypg,rec_ypg,rush_ypg,ypg,ppg,passer_rating,offense_pct,offense_snaps,yards_pct,draft_year,draft_round,draft_pick,draft_ovr,height,weight_x,age,wins,losses,ties,win_pct,seasons_played,career_targets,average_targets,career_receptions,average_receptions,career_receiving_yards,average_receiving_yards,career_receiving_air_yards,average_receiving_air_yards,career_yards_after_catch,average_yards_after_catch,career_reception_td,average_reception_td,career_reception_fumble_lost,average_reception_fumble_lost,career_fantasy_points_ppr,average_fantasy_points_ppr,career_touches,average_touches,career_total_tds,average_total_tds,career_total_yards,average_total_yards,career_games,average_games,career_offense_snaps,average_offense_snaps,average_comp_pct,average_int_pct,average_pass_td_pct,average_ypa,average_rec_td_pct,average_yptarget,average_ypr,average_rush_td_pct,average_ypc,average_td_pct,average_yptouch,average_pass_ypg,average_rec_ypg,average_rush_ypg,average_ypg,average_ppg,injuries,career_injuries,combineId,playerId,combineYear,combineHeight,combineWeight,combineHand,collegeId,heightInches,weight_y,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic
146,Daniel Braverman,2016,3.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.005,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,95,0.0,2016.0,7.0,9.0,230.0,70.0,185.0,23,3,13,0,0.188,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
147,Danny Amendola,2013,1.0,83.0,54.0,633.0,674.0,252.0,2.0,0.0,129.4,0.122,0.125,0.024,7.63,11.72,0.0,1.0,55.0,2.0,0.04,634.0,11.53,12.0,0.0,52.75,0.08,52.83,10.78,0.0,0.622,696,0.06,2008.0,8.0,48.0,263.0,71.0,185.0,28,12,4,0,0.75,5.0,83.0,16.6,54.0,10.8,633.0,126.6,674.0,134.8,252.0,50.4,2.0,0.4,0.0,0.0,129.39999389648438,25.87999877929688,55.0,11.0,2.0,0.4,634.0,126.8,12.0,2.4,696.0,139.2,0.0,0.0,0.0,0.0,0.024,7.63,11.72,0.0,1.0,0.04,11.53,0.0,52.75,0.08,52.83,10.78,18.0,27.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
148,Danny Gray,2022,2.0,7.0,1.0,10.0,160.0,4.0,0.0,0.0,2.9,0.042,0.015,0.0,1.43,10.0,0.0,9.0,2.0,0.0,0.0,19.0,9.5,5.0,0.0,2.0,1.8,3.8,0.58,0.0,0.104,107,0.002,2022.0,3.0,41.0,105.0,72.0,200.0,23,13,4,0,0.765,0.0,7.0,7.0,1.0,1.0,10.0,10.0,160.0,160.0,4.0,4.0,0.0,0.0,0.0,0.0,2.900000095367432,2.900000095367432,2.0,2.0,0.0,0.0,19.0,19.0,5.0,5.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,1.43,10.0,0.0,9.0,0.0,9.5,0.0,2.0,1.8,3.8,0.58,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
149,Dante Pettis,2018,2.0,45.0,27.0,467.0,501.0,205.0,5.0,0.0,103.5,0.131,0.094,0.111,10.38,17.3,0.0,-2.0,28.0,5.0,0.18,465.0,16.61,9.0,0.0,51.89,-0.22,51.67,11.5,0.0,0.615,610,0.046,2018.0,2.0,12.0,44.0,73.0,195.0,23,4,12,0,0.25,0.0,45.0,45.0,27.0,27.0,467.0,467.0,501.0,501.0,205.0,205.0,5.0,5.0,0.0,0.0,103.5,103.5,28.0,28.0,5.0,5.0,465.0,465.0,9.0,9.0,610.0,610.0,0.0,0.0,0.0,0.0,0.111,10.38,17.3,0.0,-2.0,0.18,16.61,0.0,51.89,-0.22,51.67,11.5,5.0,5.0,20160.0,20180044.0,2018.0,72.0,186.0,9.586666666666668,98195.0,73.0,195.0,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
150,Dareke Young,2022,3.0,2.0,2.0,24.0,1.0,23.0,0.0,0.0,4.4,0.0,0.005,0.0,12.0,12.0,0.0,0.0,2.0,0.0,0.0,24.0,12.0,1.0,0.0,24.0,0.0,24.0,4.4,0.0,0.122,126,0.002,2022.0,7.0,12.0,233.0,74.0,224.0,23,9,8,0,0.529,0.0,2.0,2.0,2.0,2.0,24.0,24.0,1.0,1.0,23.0,23.0,0.0,0.0,0.0,0.0,4.400000095367432,4.400000095367432,2.0,2.0,0.0,0.0,24.0,24.0,1.0,1.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,24.0,4.4,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
151,Darius Jennings,2015,3.0,21.0,14.0,117.0,139.0,37.0,0.0,0.0,25.7,0.033,0.035,0.0,5.57,8.36,0.0,0.0,14.0,0.0,0.0,117.0,8.36,3.0,0.0,39.0,0.0,39.0,8.57,0.0,0.695,722,0.012,2015.0,8.0,48.0,263.0,70.0,180.0,23,3,13,0,0.188,0.0,21.0,21.0,14.0,14.0,117.0,117.0,139.0,139.0,37.0,37.0,0.0,0.0,0.0,0.0,25.700000762939453,25.700000762939453,14.0,14.0,0.0,0.0,117.0,117.0,3.0,3.0,722.0,722.0,0.0,0.0,0.0,0.0,0.0,5.57,8.36,0.0,0.0,0.0,8.36,0.0,39.0,0.0,39.0,8.57,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
152,Darius Slayton,2019,2.0,85.0,48.0,746.0,1178.0,192.0,8.0,1.0,167.6,0.23,0.152,0.094,8.78,15.54,0.0,0.0,48.0,8.0,0.17,746.0,15.54,14.0,0.0,53.29,0.0,53.29,11.97,0.0,0.759,767,0.079,2019.0,5.0,33.0,171.0,73.0,198.0,22,4,12,0,0.25,0.0,85.0,85.0,48.0,48.0,746.0,746.0,1178.0,1178.0,192.0,192.0,8.0,8.0,1.0,1.0,167.60000610351562,167.60000610351562,48.0,48.0,8.0,8.0,746.0,746.0,14.0,14.0,767.0,767.0,0.0,0.0,0.0,0.0,0.094,8.78,15.54,0.0,0.0,0.17,15.54,0.0,53.29,0.0,53.29,11.97,2.0,2.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
153,Darnell Mooney,2020,2.0,99.0,61.0,633.0,1128.0,254.0,4.0,0.0,150.3,0.234,0.187,0.04,6.39,10.38,0.0,5.0,65.0,4.0,0.06,653.0,10.05,16.0,0.0,39.56,1.25,40.81,9.39,0.0,0.732,756,0.071,2020.0,5.0,27.0,173.0,71.0,177.0,23,8,8,0,0.5,0.0,99.0,99.0,61.0,61.0,633.0,633.0,1128.0,1128.0,254.0,254.0,4.0,4.0,0.0,0.0,150.3000030517578,150.3000030517578,65.0,65.0,4.0,4.0,653.0,653.0,16.0,16.0,756.0,756.0,0.0,0.0,0.0,0.0,0.04,6.39,10.38,0.0,5.0,0.06,10.05,0.0,39.56,1.25,40.81,9.39,3.0,3.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
154,Darrius Heyward-Bey,2013,1.0,66.0,29.0,311.0,658.0,124.0,1.0,0.0,68.7,0.103,0.1,0.015,4.71,10.72,0.0,8.67,32.0,1.0,0.03,337.0,10.53,13.0,0.0,23.92,2.0,25.92,5.28,0.0,0.571,577,0.036,2009.0,1.0,7.0,7.0,74.0,210.0,26,11,5,0,0.688,4.0,66.0,16.5,29.0,7.25,311.0,77.75,658.0,164.5,124.0,31.0,1.0,0.25,0.0,0.0,68.69999694824219,17.174999237060547,32.0,8.0,1.0,0.25,337.0,84.25,13.0,3.25,577.0,144.25,0.0,0.0,0.0,0.0,0.015,4.71,10.72,0.0,8.67,0.03,10.53,0.0,23.92,2.0,25.92,5.28,6.0,10.0,16885.0,20090007.0,2009.0,73.63,210.0,9.586666666666668,20740.0,74.0,210.0,32.67433333333334,4.25,38.5,16.0,4.18,126.0,6.8,11.728636363636362,19.495495495495497
155,Darrius Shepherd,2019,2.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,1.1,0.002,0.003,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.1,0.0,0.146,145,0.0,2019.0,8.0,48.0,263.0,71.0,186.0,24,13,3,0,0.812,0.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,1.100000023841858,1.100000023841858,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,145.0,145.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.1,3.0,3.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
156,Darvin Kidsy,2018,2.0,2.0,1.0,8.0,18.0,2.0,0.0,0.0,1.8,0.005,0.004,0.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,8.0,0.0,8.0,1.8,0.0,0.135,129,0.001,2018.0,8.0,48.0,263.0,72.0,180.0,23,7,9,0,0.438,0.0,2.0,2.0,1.0,1.0,8.0,8.0,18.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,1.7999999523162842,1.7999999523162842,1.0,1.0,0.0,0.0,8.0,8.0,1.0,1.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,1.8,2.0,2.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
157,Daurice Fountain,2020,2.0,3.0,2.0,23.0,28.0,0.0,0.0,0.0,4.3,0.004,0.005,0.0,7.67,11.5,0.0,0.0,2.0,0.0,0.0,23.0,11.5,2.0,0.0,11.5,0.0,11.5,2.15,0.0,0.194,196,0.002,2018.0,5.0,22.0,159.0,74.0,210.0,25,11,5,0,0.688,2.0,3.0,1.5,2.0,1.0,23.0,11.5,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.300000190734863,2.150000095367432,2.0,1.0,0.0,0.0,23.0,11.5,2.0,1.0,196.0,98.0,0.0,0.0,0.0,0.0,0.0,7.67,11.5,0.0,0.0,0.0,11.5,0.0,11.5,0.0,11.5,2.15,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
158,Davante Adams,2014,2.0,66.0,38.0,446.0,675.0,173.0,3.0,0.0,100.6,0.15,0.109,0.045,6.76,11.74,0.0,0.0,38.0,3.0,0.08,446.0,11.74,14.0,0.0,31.86,0.0,31.86,7.19,0.0,0.701,688,0.042,2014.0,2.0,21.0,53.0,73.0,215.0,22,12,4,0,0.75,0.0,66.0,66.0,38.0,38.0,446.0,446.0,675.0,675.0,173.0,173.0,3.0,3.0,0.0,0.0,100.5999984741211,100.5999984741211,38.0,38.0,3.0,3.0,446.0,446.0,14.0,14.0,688.0,688.0,0.0,0.0,0.0,0.0,0.045,6.76,11.74,0.0,0.0,0.08,11.74,0.0,31.86,0.0,31.86,7.19,1.0,1.0,18268.0,20140053.0,2014.0,72.88,212.0,9.586666666666668,93740.0,73.0,215.0,32.67433333333334,4.56,39.5,14.0,4.3,123.0,6.82,11.728636363636362,19.495495495495497
159,David Bell,2022,2.0,35.0,24.0,214.0,256.0,69.0,0.0,0.0,45.4,0.06,0.058,0.0,6.11,8.92,0.0,0.0,24.0,0.0,0.0,214.0,8.92,13.0,0.0,16.46,0.0,16.46,3.49,0.0,0.461,506,0.022,2022.0,3.0,35.0,99.0,73.0,212.0,22,7,10,0,0.412,0.0,35.0,35.0,24.0,24.0,214.0,214.0,256.0,256.0,69.0,69.0,0.0,0.0,0.0,0.0,45.400001525878906,45.400001525878906,24.0,24.0,0.0,0.0,214.0,214.0,13.0,13.0,506.0,506.0,0.0,0.0,0.0,0.0,0.0,6.11,8.92,0.0,0.0,0.0,8.92,0.0,16.46,0.0,16.46,3.49,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
160,David Moore,2018,2.0,53.0,26.0,445.0,839.0,93.0,6.0,0.0,107.0,0.206,0.121,0.113,8.4,17.12,0.0,5.0,27.0,6.0,0.22,450.0,16.67,14.0,0.0,31.79,0.36,32.14,7.64,0.0,0.571,564,0.049,2017.0,7.0,8.0,226.0,72.0,220.0,23,10,6,0,0.625,1.0,53.0,53.0,26.0,26.0,445.0,445.0,839.0,839.0,93.0,93.0,6.0,6.0,0.0,0.0,107.0,107.0,27.0,27.0,6.0,6.0,450.0,450.0,14.0,14.0,564.0,564.0,0.0,0.0,0.0,0.0,0.113,8.4,17.12,0.0,5.0,0.22,16.67,0.0,31.79,0.36,32.14,7.64,4.0,10.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
161,David Nelson,2012,2.0,5.0,2.0,31.0,40.0,10.0,1.0,0.0,11.1,0.01,0.009,0.2,6.2,15.5,0.0,0.0,2.0,1.0,0.5,31.0,15.5,1.0,0.0,31.0,0.0,31.0,11.1,0.0,0.47,456,0.003,2010.0,8.0,48.0,263.0,77.0,215.0,26,6,10,0,0.375,2.0,5.0,2.5,2.0,1.0,31.0,15.5,40.0,20.0,10.0,5.0,1.0,0.5,0.0,0.0,11.100000381469728,5.550000190734863,2.0,1.0,1.0,0.5,31.0,15.5,1.0,0.5,456.0,228.0,0.0,0.0,0.0,0.0,0.2,6.2,15.5,0.0,0.0,0.5,15.5,0.0,31.0,0.0,31.0,11.1,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
162,David Sills,2022,2.0,17.0,11.0,106.0,133.0,40.0,0.0,0.0,21.6,0.026,0.03,0.0,6.24,9.64,0.0,0.0,11.0,0.0,0.0,106.0,9.64,7.0,0.0,15.14,0.0,15.14,3.09,0.0,0.441,474,0.012,2019.0,8.0,48.0,263.0,75.0,211.0,26,9,8,1,0.5,3.0,17.0,5.666666666666667,11.0,3.6666666666666665,106.0,35.333333333333336,133.0,44.333333333333336,40.0,13.333333333333334,0.0,0.0,0.0,0.0,21.600000381469727,7.200000127156575,11.0,3.6666666666666665,0.0,0.0,106.0,35.333333333333336,7.0,2.333333333333333,474.0,158.0,0.0,0.0,0.0,0.0,0.0,6.24,9.64,0.0,0.0,0.0,9.64,0.0,15.14,0.0,15.14,3.09,2.0,13.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
163,Davion Davis,2021,3.0,3.0,1.0,17.0,14.0,13.0,0.0,0.0,2.7,0.003,0.005,0.0,5.67,17.0,0.0,0.0,1.0,0.0,0.0,17.0,17.0,2.0,0.0,8.5,0.0,8.5,1.35,0.0,0.195,196,0.002,2019.0,8.0,48.0,263.0,71.0,195.0,25,4,13,0,0.235,2.0,3.0,1.5,1.0,0.5,17.0,8.5,14.0,7.0,13.0,6.5,0.0,0.0,0.0,0.0,2.700000047683716,1.350000023841858,1.0,0.5,0.0,0.0,17.0,8.5,2.0,1.0,196.0,98.0,0.0,0.0,0.0,0.0,0.0,5.67,17.0,0.0,0.0,0.0,17.0,0.0,8.5,0.0,8.5,1.35,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
164,Davone Bess,2012,2.0,105.0,61.0,778.0,1057.0,249.0,1.0,0.0,144.8,0.244,0.194,0.01,7.41,12.75,0.0,0.0,61.0,1.0,0.02,778.0,12.75,13.0,0.0,59.85,0.0,59.85,11.14,0.0,0.882,847,0.092,2008.0,8.0,48.0,263.0,70.0,195.0,27,7,9,0,0.438,4.0,105.0,26.25,61.0,15.25,778.0,194.5,1057.0,264.25,249.0,62.25,1.0,0.25,0.0,0.0,144.8000030517578,36.20000076293945,61.0,15.25,1.0,0.25,778.0,194.5,13.0,3.25,847.0,211.75,0.0,0.0,0.0,0.0,0.01,7.41,12.75,0.0,0.0,0.02,12.75,0.0,59.85,0.0,59.85,11.14,4.0,4.0,16524.0,20080544.0,2008.0,69.88,194.0,9.586666666666668,96813.0,70.0,195.0,32.67433333333334,4.77,31.5,12.0,4.27,118.0,6.97,11.728636363636362,19.495495495495497
165,Dax Milne,2021,2.0,14.0,9.0,83.0,102.0,39.0,0.0,1.0,14.4,0.027,0.03,0.0,5.93,9.22,0.0,1.0,10.0,0.0,0.0,84.0,8.4,9.0,0.0,9.22,0.11,9.33,1.6,0.0,0.182,194,0.009,2021.0,7.0,30.0,258.0,73.0,200.0,22,7,10,0,0.412,0.0,14.0,14.0,9.0,9.0,83.0,83.0,102.0,102.0,39.0,39.0,0.0,0.0,1.0,1.0,14.399999618530272,14.399999618530272,10.0,10.0,0.0,0.0,84.0,84.0,9.0,9.0,194.0,194.0,0.0,0.0,0.0,0.0,0.0,5.93,9.22,0.0,1.0,0.0,8.4,0.0,9.22,0.11,9.33,1.6,3.0,12.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
166,De'Anthony Thomas,2015,1.0,24.0,17.0,140.0,29.0,149.0,1.0,0.0,46.4,0.007,0.047,0.042,5.83,8.24,0.111,3.78,26.0,2.0,0.08,174.0,6.69,10.0,0.0,14.0,3.4,17.4,4.64,0.0,0.264,249,0.02,2014.0,4.0,24.0,124.0,68.0,176.0,22,11,5,0,0.688,1.0,24.0,24.0,17.0,17.0,140.0,140.0,29.0,29.0,149.0,149.0,1.0,1.0,0.0,0.0,46.400001525878906,46.400001525878906,26.0,26.0,2.0,2.0,174.0,174.0,10.0,10.0,249.0,249.0,0.0,0.0,0.0,0.0,0.042,5.83,8.24,0.111,3.78,0.08,6.69,0.0,14.0,3.4,17.4,4.64,8.0,13.0,18537.0,20140124.0,2014.0,68.63,174.0,9.586666666666668,97403.0,68.0,176.0,32.67433333333334,4.5,32.0,8.0,4.243622902270483,123.0,6.9371444695259585,11.728636363636362,19.495495495495497
167,DeAndre Carter,2018,1.0,25.0,22.0,216.0,86.0,150.0,0.0,0.0,44.3,0.019,0.043,0.0,8.64,9.82,0.0,7.0,23.0,0.0,0.0,223.0,9.7,6.0,0.0,36.0,1.17,37.17,7.38,0.0,0.492,504,0.022,2015.0,8.0,48.0,263.0,68.0,190.0,25,11,5,0,0.688,3.0,25.0,8.333333333333334,22.0,7.333333333333333,216.0,72.0,86.0,28.666666666666668,150.0,50.0,0.0,0.0,0.0,0.0,44.29999923706055,14.766666412353516,23.0,7.666666666666666,0.0,0.0,223.0,74.33333333333333,6.0,2.0,504.0,168.0,0.0,0.0,0.0,0.0,0.0,8.64,9.82,0.0,7.0,0.0,9.7,0.0,36.0,1.17,37.17,7.38,1.0,1.0,17709.69645390071,20112021.9964539,2011.186524822695,72.68675177304964,207.25886524822695,9.586666666666668,52200.00992907801,72.80425531914894,207.31560283687944,32.67433333333334,4.5200463320463315,35.373366013071895,15.492,4.243622902270483,120.43132328308208,6.9371444695259585,11.728636363636362,19.495495495495497
168,DeAndre Hopkins,2013,2.0,91.0,52.0,802.0,1221.0,181.0,3.0,1.0,147.2,0.277,0.156,0.033,8.81,15.42,0.0,0.0,52.0,3.0,0.06,802.0,15.42,16.0,0.0,50.12,0.0,50.12,9.2,0.0,0.891,967,0.082,2013.0,1.0,27.0,27.0,73.0,212.0,21,2,14,0,0.125,0.0,91.0,91.0,52.0,52.0,802.0,802.0,1221.0,1221.0,181.0,181.0,3.0,3.0,1.0,1.0,147.1999969482422,147.1999969482422,52.0,52.0,3.0,3.0,802.0,802.0,16.0,16.0,967.0,967.0,0.0,0.0,0.0,0.0,0.033,8.81,15.42,0.0,0.0,0.06,15.42,0.0,50.12,0.0,50.12,9.2,5.0,5.0,18081.0,20130027.0,2013.0,73.0,214.0,9.586666666666668,29631.0,73.0,210.0,32.67433333333334,4.57,36.0,15.0,4.5,115.0,6.9371444695259585,11.728636363636362,19.495495495495497
169,DeAndrew White,2015,2.0,2.0,2.0,18.0,14.0,4.0,0.0,0.0,3.8,0.004,0.004,0.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,18.0,9.0,1.0,0.0,18.0,0.0,18.0,3.8,0.0,0.112,107,0.002,2015.0,8.0,48.0,263.0,72.0,195.0,24,5,11,0,0.312,0.0,2.0,2.0,2.0,2.0,18.0,18.0,14.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,3.799999952316284,3.799999952316284,2.0,2.0,0.0,0.0,18.0,18.0,1.0,1.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,18.0,3.8,1.0,5.0,18875.0,20150413.0,2015.0,71.4,193.0,9.586666666666668,35487.0,72.0,192.0,32.67433333333334,4.44,34.5,15.492,4.18,123.0,6.97,11.728636363636362,19.495495495495497
170,DeSean Jackson,2012,1.0,88.0,45.0,700.0,1323.0,228.0,3.0,0.0,132.3,0.251,0.132,0.034,7.95,15.56,0.0,-2.33,48.0,3.0,0.06,693.0,14.44,11.0,0.0,63.64,-0.64,63.0,12.03,0.0,0.864,926,0.071,2008.0,2.0,18.0,49.0,70.0,175.0,26,4,12,0,0.25,4.0,88.0,22.0,45.0,11.25,700.0,175.0,1323.0,330.75,228.0,57.0,3.0,0.75,0.0,0.0,132.3000030517578,33.07500076293945,48.0,12.0,3.0,0.75,693.0,173.25,11.0,2.75,926.0,231.5,0.0,0.0,0.0,0.0,0.034,7.95,15.56,0.0,-2.33,0.06,14.44,0.0,63.64,-0.64,63.0,12.03,2.0,2.0,16633.0,20080049.0,2008.0,69.75,169.0,9.586666666666668,94720.0,70.0,175.0,32.67433333333334,4.4,35.373366013071895,15.492,4.243622902270483,120.0,6.9371444695259585,11.728636363636362,19.495495495495497
171,DeVante Parker,2015,2.0,51.0,26.0,494.0,697.0,98.0,3.0,0.0,93.4,0.161,0.094,0.059,9.69,19.0,0.0,0.0,26.0,3.0,0.12,494.0,19.0,8.0,0.0,61.75,0.0,61.75,11.68,0.0,0.509,492,0.052,2015.0,1.0,14.0,14.0,75.0,218.0,22,6,10,0,0.375,0.0,51.0,51.0,26.0,26.0,494.0,494.0,697.0,697.0,98.0,98.0,3.0,3.0,0.0,0.0,93.4000015258789,93.4000015258789,26.0,26.0,3.0,3.0,494.0,494.0,8.0,8.0,492.0,492.0,0.0,0.0,0.0,0.0,0.059,9.69,19.0,0.0,0.0,0.12,19.0,0.0,61.75,0.0,61.75,11.68,4.0,4.0,18800.0,20150014.0,2015.0,74.5,209.0,9.586666666666668,40292.0,75.0,212.0,32.67433333333334,4.45,36.5,17.0,4.243622902270483,125.0,6.9371444695259585,11.728636363636362,19.495495495495497
172,DeVier Posey,2012,3.0,14.0,6.0,87.0,160.0,29.0,0.0,0.0,14.4,0.036,0.024,0.0,6.21,14.5,0.0,-3.0,7.0,0.0,0.0,84.0,12.0,6.0,0.0,14.5,-0.5,14.0,2.4,0.0,0.276,296,0.008,2012.0,3.0,5.0,68.0,73.0,214.0,22,12,4,0,0.75,0.0,14.0,14.0,6.0,6.0,87.0,87.0,160.0,160.0,29.0,29.0,0.0,0.0,0.0,0.0,14.399999618530272,14.399999618530272,7.0,7.0,0.0,0.0,84.0,84.0,6.0,6.0,296.0,296.0,0.0,0.0,0.0,0.0,0.0,6.21,14.5,0.0,-3.0,0.0,12.0,0.0,14.5,-0.5,14.0,2.4,4.0,4.0,17884.0,20120068.0,2012.0,73.63,211.0,9.586666666666668,43210.0,73.0,210.0,32.67433333333334,4.39,36.5,14.0,4.15,123.0,7.03,11.728636363636362,19.495495495495497
